1,Taylor Swift,Tim McGraw,"['https://genius.com/tags/ballad', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
2,Taylor Swift,Picture to Burn,"['https://genius.com/tags/rock', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
3,Taylor Swift,Teardrops on My Guitar,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
4,Taylor Swift,A Place In This World,"['https://genius.com/tags/pop-country', 'https://genius.com/tags/screen', 'https://genius.com/tags/soundtrack', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
5,Taylor Swift,Cold As You,"['https://genius.com/tags/ballad', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
6,Taylor Swift,The Outside,"['https://genius.com/tags/pop-country', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
7,Taylor Swift,Tied Together With a Smile,"['https://genius.com/tags/ballad', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
8,Taylor Swift,Stay Beautiful,"['https://genius.com/tags/pop-country', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
9,Taylor Swift,Should’ve Said No,"['https://genius.com/tags/pop-country', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
10,Taylor Swift,Mary’s Song (Oh My My My),"['https://genius.com/tags/pop-country', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
11,Taylor Swift,Our Song,"['https://genius.com/tags/teen-pop', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
12,Taylor Swift,I’m Only Me When I’m With You,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
13,Taylor Swift,Invisible,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
14,Taylor Swift,A Perfectly a Good Heart,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
15,Taylor Swift,Teardrops on My Guitar (pop version),"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/soundtrack', 'https://genius.com/tags/country', 'https://genius.com/tags/remix', 'https://genius.com/tags/pop']"
16,Taylor Swift,Jump Then Fall,"['https://genius.com/tags/screen', 'https://genius.com/tags/soundtrack', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
17,Taylor Swift,Untouchable,"['https://genius.com/tags/cover', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/ballad', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
18,Taylor Swift,Forever & Always (piano version),"['https://genius.com/tags/remix', 'https://genius.com/tags/ballad', 'https://genius.com/tags/piano', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/rock', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
19,Taylor Swift,Come In With the Rain,"['https://genius.com/tags/ballad', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
20,Taylor Swift,SuperStar,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
21,Taylor Swift,The Other Side of the Door,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
22,Taylor Swift ,Fearless,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
23,Taylor Swift,Fifteen,"['https://genius.com/tags/ballad', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
24,Taylor Swift,Love Story,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
25,Taylor Swift,Hey Stephen,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
26,Taylor Swift,White Horse,"['https://genius.com/tags/adult-contemporary', 'https://genius.com/tags/easy-listening', 'https://genius.com/tags/piano', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/ballad', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
27,Taylor Swift,You Belong With Me,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
28,Taylor Swift,Breathe,"['https://genius.com/tags/rock', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/ballad', 'https://genius.com/tags/adult-contemporary', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
29,Taylor Swift,Tell Me Why,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
30,Taylor Swift,You’re Not Sorry,"['https://genius.com/tags/piano', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/rock', 'https://genius.com/tags/ballad', 'https://genius.com/tags/country']"
31,Taylor Swift,The Way I Loved You,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
33,Taylor Swift,The Best Day,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
34,Taylor Swift,Change,"['https://genius.com/tags/pop-rock', 'https://genius.com/tags/rock', 'https://genius.com/tags/soundtrack', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
35,Taylor Swift,Mine,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/power-pop', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
36,Taylor Swift,Sparks Fly,"['https://genius.com/tags/rock', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/pop-rock', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
37,Taylor Swift,Back to December,"['https://genius.com/tags/orchestral', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/ballad', 'https://genius.com/tags/pop', 'https://genius.com/tags/baroque-pop', 'https://genius.com/tags/country']"
38,Taylor Swift,Speak Now,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/country']"
39,Taylor Swift,Dear John,"['https://genius.com/tags/ballad', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/rock', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
40,Taylor Swift,Mean,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/pop', 'https://genius.com/tags/bluegrass', 'https://genius.com/tags/country']"
41,Taylor Swift,The Story of Us,"['https://genius.com/tags/rock', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/pop-punk', 'https://genius.com/tags/pop-rock', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
42,Taylor Swift,Never Grow Up,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
44,Taylor Swift,Better Than Revenge,"['https://genius.com/tags/rock', 'https://genius.com/tags/pop', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/alternative-rock', 'https://genius.com/tags/pop-punk', 'https://genius.com/tags/pop-rock', 'https://genius.com/tags/country']"
45,Taylor Swift,Innocent,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
47,Taylor Swift,Last Kiss,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
48,Taylor Swift,Long Live,"['https://genius.com/tags/ballad', 'https://genius.com/tags/pop-rock', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/pop', 'https://genius.com/tags/power-pop', 'https://genius.com/tags/rock', 'https://genius.com/tags/country']"
49,Taylor Swift,Ours,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/ballad', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
50,Taylor Swift,If This Was a Movie,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
51,Taylor Swift,Superman,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
52,Taylor Swift,Back to December (acoustic),"['https://genius.com/tags/orchestral', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/ballad', 'https://genius.com/tags/pop', 'https://genius.com/tags/baroque-pop', 'https://genius.com/tags/country']"
53,Taylor Swift,Haunted (acoustic),"['https://genius.com/tags/orchestral', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/rock', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/pop-rock', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
22,Taylor Swift,Fearless,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
46,Taylor Swift,Haunted,"['https://genius.com/tags/orchestral', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/rock', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/pop-rock', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
54,Taylor Swift,State of Grace,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/rock', 'https://genius.com/tags/power-pop', 'https://genius.com/tags/alternative-rock']"
55,Taylor Swift,Red,"['https://genius.com/tags/pop', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/country']"
56,Taylor Swift,Treacherous,"['https://genius.com/tags/ballad', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
58,Taylor Swift,All Too Well,"['https://genius.com/tags/pop-country', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/rock', 'https://genius.com/tags/pop', 'https://genius.com/tags/alternative-pop', 'https://genius.com/tags/alternative-rock', 'https://genius.com/tags/country']"
59,Taylor Swift,22,"['https://genius.com/tags/bubblegum-pop', 'https://genius.com/tags/teen-pop', 'https://genius.com/tags/power-pop', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/pop-rock', 'https://genius.com/tags/dance-pop', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
61,Taylor Swift,We Are Never Ever Getting Back Together,"['https://genius.com/tags/teen-pop', 'https://genius.com/tags/bubblegum-pop', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/dance-pop', 'https://genius.com/tags/country', 'https://genius.com/tags/pop-rock', 'https://genius.com/tags/pop']"
62,Taylor Swift,Stay Stay Stay,"['https://genius.com/tags/pop-country', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
63,Taylor Swift,The Last Time,"['https://genius.com/tags/ballad', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/rock', 'https://genius.com/tags/folk-rock', 'https://genius.com/tags/alternative-rock', 'https://genius.com/tags/country']"
64,Taylor Swift,Holy Ground,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop', 'https://genius.com/tags/power-pop', 'https://genius.com/tags/pop-rock', 'https://genius.com/tags/country']"
65,Taylor Swift,Sad Beautiful Tragic,"['https://genius.com/tags/pop-country', 'https://genius.com/tags/pop', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/ballad', 'https://genius.com/tags/alternative-rock', 'https://genius.com/tags/dream-pop', 'https://genius.com/tags/country']"
66,Taylor Swift,The Lucky One,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
67,Taylor Swift,Everything Has Changed,"['https://genius.com/tags/pop-country', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/folk', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
68,Taylor Swift,Starlight,"['https://genius.com/tags/pop-country', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
69,Taylor Swift,Begin Again,"['https://genius.com/tags/pop-country', 'https://genius.com/tags/pop', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/country']"
70,Taylor Swift,The Moment I Knew,"['https://genius.com/tags/pop-country', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/ballad', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
71,Taylor Swift,Come Back... Be Here,"['https://genius.com/tags/pop-country', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
72,Taylor Swift,Girl At Home,"['https://genius.com/tags/pop-country', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
73,Taylor Swift,State of Grace (acoustic),"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/acoustic', 'https://genius.com/tags/piano', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
74,Taylor Swift,Welcome To New York,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/synth-pop', 'https://genius.com/tags/pop']"
75,Taylor Swift,Blank Space,"['https://genius.com/tags/memes', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/teen-pop', 'https://genius.com/tags/synth-pop', 'https://genius.com/tags/electro-pop', 'https://genius.com/tags/pop']"
77,Taylor Swift,Out of the Woods,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/electro-pop', 'https://genius.com/tags/synth-pop', 'https://genius.com/tags/pop']"
78,Taylor Swift,All You Had To Do Was Stay,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/synth-pop', 'https://genius.com/tags/electro-pop', 'https://genius.com/tags/pop']"
79,Taylor Swift,Shake It Off,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/rap', 'https://genius.com/tags/dance-pop', 'https://genius.com/tags/pop']"
80,Taylor Swift,I Wish You Would,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/electro-pop', 'https://genius.com/tags/pop']"
81,Taylor Swift,Bad Blood,"['https://genius.com/tags/singer-songwriter','https://genius.com/tags/electro-hop', 'https://genius.com/tags/electro-pop', 'https://genius.com/tags/beef', 'https://genius.com/tags/pop']"
83,Taylor Swift,How You Get the Girl,"['https://genius.com/tags/electro-pop', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop']"
84,Taylor Swift,This Love,"['https://genius.com/tags/synth-pop', 'https://genius.com/tags/ballad', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/dream-pop', 'https://genius.com/tags/pop']"
85,Taylor Swift,I Know Places,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/electro-pop', 'https://genius.com/tags/pop']"
86,Taylor Swift,Clean,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/synth-pop', 'https://genius.com/tags/pop']"
87,Taylor Swift,Wonderland ,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/electro-pop', 'https://genius.com/tags/synth-pop', 'https://genius.com/tags/dance-pop', 'https://genius.com/tags/pop']"
88,Taylor Swift,You Are In Love,"['https://genius.com/tags/new-wave', 'https://genius.com/tags/ballad', 'https://genius.com/tags/synth-pop', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop']"
90,Taylor Swift,...Ready For It?,"['https://genius.com/tags/dark-pop', 'https://genius.com/tags/tropical-house', 'https://genius.com/tags/dubstep', 'https://genius.com/tags/trap', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/electronic', 'https://genius.com/tags/electro-pop', 'https://genius.com/tags/pop']"
91,Taylor Swift,End Game,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/atlanta', 'https://genius.com/tags/r-b', 'https://genius.com/tags/synth-pop', 'https://genius.com/tags/uk', 'https://genius.com/tags/electronic', 'https://genius.com/tags/rap', 'https://genius.com/tags/pop']"
92,Taylor Swift,I Did Something Bad,"['https://genius.com/tags/feminism', 'https://genius.com/tags/dark-pop', 'https://genius.com/tags/bass-music', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/synth-pop', 'https://genius.com/tags/trap', 'https://genius.com/tags/electro-pop', 'https://genius.com/tags/electronic', 'https://genius.com/tags/pop']"
93,Taylor Swift,Don’t Blame Me,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/synth-pop', 'https://genius.com/tags/electro-pop', 'https://genius.com/tags/electronic', 'https://genius.com/tags/pop']"
95,Taylor Swift,Look What You Made Me Do,"['https://genius.com/tags/dark-pop', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/beef', 'https://genius.com/tags/dance-pop', 'https://genius.com/tags/alternative-pop', 'https://genius.com/tags/electro-pop', 'https://genius.com/tags/pop']"
96,Taylor Swift,So It Goes...,"['https://genius.com/tags/synth-pop', 'https://genius.com/tags/dark-pop', 'https://genius.com/tags/electro-pop', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop']"
97,Taylor Swift,Gorgeous,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/trap', 'https://genius.com/tags/electro-pop', 'https://genius.com/tags/pop']"
98,Taylor Swift,Getaway Car,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/trap', 'https://genius.com/tags/synth-pop', 'https://genius.com/tags/electro-pop', 'https://genius.com/tags/electronic', 'https://genius.com/tags/pop']"
99,Taylor Swift,King Of My Heart,"['https://genius.com/tags/new-wave', 'https://genius.com/tags/synth-pop', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/trap', 'https://genius.com/tags/electro-pop', 'https://genius.com/tags/electronic', 'https://genius.com/tags/pop']"
100,Taylor Swift,Dancing With Our Hands Tied,"['https://genius.com/tags/synth-pop', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/new-wave', 'https://genius.com/tags/trap', 'https://genius.com/tags/electro-pop', 'https://genius.com/tags/electronic', 'https://genius.com/tags/pop']"
101,Taylor Swift,Dress,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/new-wave', 'https://genius.com/tags/trap', 'https://genius.com/tags/electro-pop', 'https://genius.com/tags/electronic', 'https://genius.com/tags/pop']"
102,Taylor Swift,This Is Why We Can’t Have Nice Things,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/beef', 'https://genius.com/tags/electro', 'https://genius.com/tags/piano', 'https://genius.com/tags/trap', 'https://genius.com/tags/electro-pop', 'https://genius.com/tags/electronic', 'https://genius.com/tags/pop']"
103,Taylor Swift,Call it What You WaNot,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/synth-pop', 'https://genius.com/tags/electro-pop', 'https://genius.com/tags/pop']"
104,Taylor Swift,New Year’s Days,"['https://genius.com/tags/pop-country','https://genius.com/tags/country''https://genius.com/tags/piano', 'https://genius.com/tags/ballad', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/easy-listening', 'https://genius.com/tags/adult-contemporary', 'https://genius.com/tags/pop']"
105,Taylor Swift,I Forgot That You Existed,"['https://genius.com/tags/bubblegum-pop', 'https://genius.com/tags/electro-pop', 'https://genius.com/tags/synth-pop', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop']"
106,Taylor Swift,Cruel Summer,"['https://genius.com/tags/electro-pop', 'https://genius.com/tags/power-pop', 'https://genius.com/tags/synth-pop', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop']"
107,Taylor Swift,Lover,"['https://genius.com/tags/pop', 'https://genius.com/tags/shoegaze', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/alternative-country', 'https://genius.com/tags/folk', 'https://genius.com/tags/pop-country', 'https://genius.com/tags/country', 'https://genius.com/tags/dream-pop', 'https://genius.com/tags/ballad']"
108,Taylor Swift,The Man,"['https://genius.com/tags/feminism', 'https://genius.com/tags/power-pop', 'https://genius.com/tags/synth-pop', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop']"
109,Taylor Swift,The Archer,"['https://genius.com/tags/dream-pop', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/synth-pop', 'https://genius.com/tags/pop']"
110,Taylor Swift,I Think He Knows,"['https://genius.com/tags/teen-pop', 'https://genius.com/tags/funk-pop', 'https://genius.com/tags/dance-pop', 'https://genius.com/tags/electro-pop', 'https://genius.com/tags/bubblegum-pop', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop']"
111,Taylor Swift,Miss Americana & the Heartbreak Prince,"['https://genius.com/tags/soundtrack', 'https://genius.com/tags/politics', 'https://genius.com/tags/netflix', 'https://genius.com/tags/screen', 'https://genius.com/tags/dream-pop', 'https://genius.com/tags/ballad', 'https://genius.com/tags/synth-pop', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop']"
112,Taylor Swift,Paper Rings,"['https://genius.com/tags/new-wave', 'https://genius.com/tags/pop-punk', 'https://genius.com/tags/pop-rock', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop']"
113,Taylor Swift,Cornelia Street,"['https://genius.com/tags/new-wave', 'https://genius.com/tags/dream-pop', 'https://genius.com/tags/adult-contemporary', 'https://genius.com/tags/easy-listening', 'https://genius.com/tags/piano', 'https://genius.com/tags/ballad', 'https://genius.com/tags/synth-pop', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop']"
114,Taylor Swift,Death By a Thousand Cuts,"['https://genius.com/tags/synth-pop', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop']"
115,Taylor Swift,London Boy,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop']"
116,Taylor Swift,Soon You’ll Get Better,"['https://genius.com/tags/acoustic', 'https://genius.com/tags/country', 'https://genius.com/tags/singer-songwriter']"
117,Taylor Swift,False God,"['https://genius.com/tags/blues', 'https://genius.com/tags/jazz', 'https://genius.com/tags/dream-pop', 'https://genius.com/tags/neo-soul', 'https://genius.com/tags/electro-pop', 'https://genius.com/tags/synth-pop', 'https://genius.com/tags/r-b', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop']"
118,Taylor Swift,You Need To Calm Down,"['https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/synth-pop', 'https://genius.com/tags/lgbtq', 'https://genius.com/tags/pop']"
119,Taylor Swift,Afterglow,"['https://genius.com/tags/synth-pop', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop']"
120,Taylor Swift,ME!,"['https://genius.com/tags/teen-pop', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/dream-pop', 'https://genius.com/tags/bubblegum-pop', 'https://genius.com/tags/dance-pop', 'https://genius.com/tags/pop']"
121,Taylor Swift,It’s Nice To Have a Friend,"['https://genius.com/tags/calypso', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop']"
122,Taylor Swift,Daylight,"['https://genius.com/tags/dream-pop', 'https://genius.com/tags/synth-pop', 'https://genius.com/tags/ballad', 'https://genius.com/tags/singer-songwriter', 'https://genius.com/tags/pop']"
123,Taylor Swift,Crazier,"['https://genius.com/tags/soundtrack', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
124,Taylor Swift,Today Was a Fairytale,"['https://genius.com/tags/country', 'https://genius.com/tags/pop']"
125,Taylor Swift,Safe & Sound,"['https://genius.com/tags/easy-listening', 'https://genius.com/tags/adult-contemporary', 'https://genius.com/tags/folk', 'https://genius.com/tags/indie', 'https://genius.com/tags/soundtrack', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
126,Taylor Swift,Eyes Open,"['https://genius.com/tags/screen', 'https://genius.com/tags/alternative-rock', 'https://genius.com/tags/soundtrack', 'https://genius.com/tags/country', 'https://genius.com/tags/pop']"
